Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Município do Curso;Sigla da UF;Conceito Enade (Contínuo);Conceito Enade (Faixa);
3631;FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ;FADIC;Faculdade;Privada sem fins lucrativos;Recife;PE;3,013;4;0
3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;Centro Universitário;Privada sem fins lucrativos;Barretos;SP;2,7429;3;0
3648;INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ;;Faculdade;Privada com fins lucrativos;Cuiabá;MT;1,5711;2;0
3669;FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA;FARRP;Faculdade;Privada com fins lucrativos;Ribeira do Pombal;BA;0,9524;2;0
3716;FACULDADE CIÊNCIAS DA VIDA;FCV;Faculdade;Privada com fins lucrativos;Sete Lagoas;MG;2,4519;3;0
3741;Faculdade Pitágoras Bacabal Mearim;;Faculdade;Privada com fins lucrativos;Bacabal;MA;2,1581;3;0
3743;FACULDADE DE JACAREÍ;;Faculdade;Privada com fins lucrativos;Jacareí;SP;1,8855;2;0
3756;ALFA - Faculdade de Almenara;;Faculdade;Privada com fins lucrativos;Almenara;MG;1,1468;2;0
3757;FACULDADE SERRA DA MESA;FASEM;Faculdade;Privada com fins lucrativos;Uruaçu;GO;2,2287;3;0
3758;Faculdade SOCIESC;;Faculdade;Privada sem fins lucrativos;Florianópolis;SC;3,4241;4;0
3769;FACULDADE MADRE TEREZA;FAMAT;Faculdade;Privada com fins lucrativos;Santana;AP;0,6198;1;0
3776;INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO;IESMT;Faculdade;Privada com fins lucrativos;Cuiabá;MT;0,5887;1;0
3778;FACULDADE DE ARACAJU;FACAR;Faculdade;Privada com fins lucrativos;Aracaju;SE;;SC;0
3783;FACULDADE PARAENSE DE ENSINO;FAPEN;Faculdade;Privada com fins lucrativos;Belém;PA;1,6441;2;0
3786;FACULDADE DE ENSINO DE MINAS GERAIS;FACEMG;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;3,8748;4;0
3789;FACULDADE EVANGÉLICA DE GOIANÉSIA;;Faculdade;Privada sem fins lucrativos;Goianésia;GO;1,7278;2;0
3793;FACULDADE DE FRUTAL;FAF;Faculdade;Privada com fins lucrativos;Frutal;MG;0,8643;1;0
3797;FACULDADE GUAIRACÁ;FAG;Faculdade;Privada com fins lucrativos;Guarapuava;PR;2,5642;3;0
3805;FACULDADE DE TECNOLOGIA DA PARAÍBA;FATECPB;Faculdade;Privada com fins lucrativos;Cabedelo;PB;2,2761;3;0
3815;FACULDADE DE DIREITO DE ALTA FLORESTA;;Faculdade;Privada sem fins lucrativos;Alta Floresta;MT;1,3084;2;0
3817;FACULDADE UNINASSAU JOÃO PESSOA;;Faculdade;Privada sem fins lucrativos;João Pessoa;PB;1,6024;2;0
3838;FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA;;Faculdade;Privada com fins lucrativos;João Pessoa;PB;;SC;0
3839;Faculdade IPEMED de Ciências Médicas;IPEMED;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;3,0908;4;0
3840;CENTRO UNIVERSITÁRIO FACVEST;UNIFACVEST;Centro Universitário;Privada com fins lucrativos;Lages;SC;0,8775;1;0
3853;FACULDADE UNINASSAU NATAL;;Faculdade;Privada com fins lucrativos;Natal;RN;0,3334;1;0
3864;FACULDADE REGIONAL DE ALAGOINHAS;FARAL;Faculdade;Privada com fins lucrativos;Alagoinhas;BA;1,2022;2;0
3867;FACULDADE MAUÁ DE BRASÍLIA;MAUADF;Faculdade;Privada com fins lucrativos;Brasília;DF;3,0828;4;0
3869;INSTITUTO FLORENCE DE ENSINO SUPERIOR;IFES;Faculdade;Privada com fins lucrativos;São Luís;MA;1,5622;2;0
3875;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ;UNIFEG;Centro Universitário;Privada sem fins lucrativos;Guaxupé;MG;1,58;2;0
3876;Faculdade Unyleya;;Faculdade;Privada com fins lucrativos;Rio de Janeiro;RJ;0,8802;1;0
3879;Centro Universitário Maurício de Nassau de Campina Grande;UNINASSAU CPV;Centro Universitário;Privada com fins lucrativos;Campina Grande;PB;1,1442;2;0
3881;FACULDADE DE INTEGRAÇÃO DO SERTÃO;FIS;Faculdade;Privada com fins lucrativos;Serra Talhada;PE;2,3607;3;0
3921;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;;Centro Universitário;Privada com fins lucrativos;Luís Eduardo Magalhães;BA;2,7494;3;0
3930;INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ;IESRSA;Faculdade;Privada com fins lucrativos;Picos;PI;1,602;2;0
3933;FACULDADE MÉTODO DE SÃO PAULO;FAMESP;Faculdade;Privada com fins lucrativos;São Paulo;SP;1,6583;2;0
3936;FACULDADE ANHANGUERA DE LIMEIRA;;Faculdade;Privada com fins lucrativos;Limeira;SP;2,1347;3;0
3937;Faculdade Anhanguera de Indaiatuba;;Faculdade;Privada com fins lucrativos;Indaiatuba;SP;2,3126;3;0
3940;FACULDADE DE ENSINO SUPERIOR SANTA BARBARA;FAESB;Faculdade;Privada sem fins lucrativos;Tatuí;SP;2,5383;3;0
3948;FACULDADE SENAC BLUMENAU;SENAC;Faculdade;Privada sem fins lucrativos;Brusque;SC;2,8882;3;0
3955;FACULDADES INTEGRADAS DE CATAGUASES;FIC;Faculdade;Privada sem fins lucrativos;Cataguases;MG;2,2196;3;0
3962;CENTRO UNIVERSITÁRIO SENAI CIMATEC;SENAI CIMATEC;Centro Universitário;Privada sem fins lucrativos;Salvador;BA;;SC;0
3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;Nanuque;MG;1,0634;2;0
3972;CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO;CESEP;Faculdade;Privada sem fins lucrativos;Machado;MG;1,5325;2;0
3977;FACULDADE DE TECNOLOGIA DO AMAPÁ;META;Faculdade;Privada com fins lucrativos;Macapá;AP;2,543;3;0
3983;CENTRO UNIVERSITÁRIO DE FORMIGA;UNIFORMG;Centro Universitário;Privada sem fins lucrativos;Formiga;MG;2,3518;3;0
3985;CENTRO UNIVERSITÁRIO SENAC;SENACSP;Centro Universitário;Privada sem fins lucrativos;São Paulo;SP;2,3836;3;0
3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade;Privada com fins lucrativos;Trindade;GO;1,8314;2;0
3998;INSTITUTO INFNET RIO DE JANEIRO;INFNET;Faculdade;Privada com fins lucrativos;Rio de Janeiro;RJ;1,7659;2;0
4000;FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA;FAIP;Faculdade;Privada com fins lucrativos;Marília;SP;1,8926;2;0
4010;CENTRO UNIVERSITÁRIO METODISTA;IPA;Centro Universitário;Privada sem fins lucrativos;Porto Alegre;RS;1,507;2;0
4013;FACULDADE ANHANGUERA DE RIO CLARO;;Faculdade;Privada com fins lucrativos;Rio Claro;SP;4,3365;5;0
4017;CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;Centro Universitário;Privada com fins lucrativos;Jundiaí;SP;1,8621;2;0
4029;FACULDADE DE SANTA BÁRBARA D'OESTE;FAP;Faculdade;Privada com fins lucrativos;Santa Bárbara d'Oeste;SP;;SC;0
4030;CENTRO UNIVERSITÁRIO FLUMINENSE;UNIFLU;Centro Universitário;Privada sem fins lucrativos;Campos dos Goytacazes;RJ;0,3892;1;0
4037;Faculdade Pitágoras de Fortaleza;;Faculdade;Privada com fins lucrativos;Fortaleza;CE;2,38;3;0
4045;Centro Universitário SOCIESC de Curitiba;UNISOCIESC;Centro Universitário;Privada sem fins lucrativos;Curitiba;PR;2,0405;3;0
4068;FACULDADE ICESP;ICESP;Faculdade;Privada com fins lucrativos;Brasília;DF;1,7178;2;0
4090;FACULDADE DE ROSEIRA;FARO;Faculdade;Privada com fins lucrativos;Roseira;SP;1,1648;2;0
4093;FACULDADE DE TECNOLOGIA DE CURITIBA;FATEC-PR;Faculdade;Privada com fins lucrativos;Curitiba;PR;0,8329;1;0
4096;FACULDADE DE TECNOLOGIA FTEC;FTEC Porto Alegre;Faculdade;Privada com fins lucrativos;Porto Alegre;RS;1,6828;2;0
4097;FACULDADE DE TECNOLOGIA FTEC;FTEC Bento Gonçalves;Faculdade;Privada com fins lucrativos;Bento Gonçalves;RS;;SC;0
4104;ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG;ESEG;Faculdade;Privada com fins lucrativos;São Paulo;SP;3,7216;4;0
4113;FACULDADE EVANGÉLICA DE CERES;FACER;Faculdade;Privada com fins lucrativos;Ceres;GO;;SC;0
4118;Centro Universitário Joaquim Nabuco de Paulista;UNINABUCO PAULISTA;Centro Universitário;Privada com fins lucrativos;Paulista;PE;1,5563;2;0
4121;FACULDADE UNINASSAU ARACAJU;;Faculdade;Privada sem fins lucrativos;Aracaju;SE;0,9919;2;0
4135;FACULDADE UNINASSAU MANAUS;;Faculdade;Privada com fins lucrativos;Manaus;AM;2,1657;3;0
4138;FACULDADE ANHANGUERA DE SANTA BÁRBARA;;Faculdade;Privada com fins lucrativos;Santa Bárbara d'Oeste;SP;1,9057;2;0
4141;FACULDADE ANHANGUERA DE TAUBATÉ;;Faculdade;Privada com fins lucrativos;Taubaté;SP;;SC;0
4150;FACULDADE DE TECNOLOGIA DE PIRACICABA;FATEP;Faculdade;Privada com fins lucrativos;Piracicaba;SP;1,4972;2;0
4157;FACULDADE METROPOLITANA DE RIO DO SUL;FAMESUL;Faculdade;Privada com fins lucrativos;Rio do Sul;SC;1,2728;2;0
4163;CENTRO UNIVERSITÁRIO BARRIGA VERDE;UNIBAVE;Centro Universitário;Privada sem fins lucrativos;Orleans;SC;1,4968;2;0
4166;CENTRO DE ENSINO SUPERIOR DE UBERABA;CESUBE;Faculdade;Privada sem fins lucrativos;Uberaba;MG;1,25;2;0
4169;Faculdade Estácio de Carapicuíba;ESTÁCIO CARAPICUÍBA;Faculdade;Privada com fins lucrativos;Carapicuíba;SP;;SC;0
4185;FACULDADE PERUIBE;FPBE;Faculdade;Privada com fins lucrativos;Peruíbe;SP;2,1973;3;0
4197;FACULDADE UNINASSAU ALIANÇA;;Faculdade;Privada com fins lucrativos;Teresina;PI;1,6927;2;0
4198;Faculdade Morgana Potrich;FAMP;Faculdade;Privada com fins lucrativos;Mineiros;GO;1,1712;2;0
4255;FACULDADES INTEGRADAS DE CACOAL;UNESC;Faculdade;Privada sem fins lucrativos;Cacoal;RO;2,3207;3;0
4256;Centro Universitário FIP-MOC;;Centro Universitário;Privada com fins lucrativos;Montes Claros;MG;1,688;2;0
4259;FACULDADE DE INHUMAS - FAC-MAIS;FACMAIS;Faculdade;Privada com fins lucrativos;Inhumas;GO;2,0981;3;0
4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade;Privada com fins lucrativos;Manaus;AM;;SC;0
4289;FACULDADE DO VALE ELVIRA DAYRELL - FAVED;FAVED;Faculdade;Privada com fins lucrativos;Virginópolis;MG;0,8057;1;0
4293;FACULDADE DE TIETÊ;;Faculdade;Privada com fins lucrativos;Tietê;SP;1,7792;2;0
4362;FACULDADE PITÁGORAS DE BETIM;PITÁGORAS-BETIM;Faculdade;Privada com fins lucrativos;Betim;MG;2,3275;3;0
4367;FACULDADE TERRA NORDESTE;FATENE;Faculdade;Privada com fins lucrativos;Caucaia;CE;0,8581;1;0
4399;FACULDADE DE BALSAS;UNIBALSAS;Faculdade;Privada com fins lucrativos;Balsas;MA;3,5256;4;0
4411;FACULDADE PANAMERICANA DE JI-PARANÁ;;Faculdade;Privada sem fins lucrativos;Ji-Paraná;RO;2,0735;3;0
4429;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;;Centro Universitário;Privada sem fins lucrativos;Campo Grande;MS;2,535;3;0
4431;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN;FACENE/RN;Faculdade;Privada com fins lucrativos;Mossoró;RN;1,7624;2;0
4450;CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA;UNIFAMAZ;Centro Universitário;Privada sem fins lucrativos;Belém;PA;2,307;3;0
4452;CENTRO UNIVERSITÁRIO METROPOLITANA DE MARABÁ;;Centro Universitário;Privada com fins lucrativos;Marabá;PA;;SC;0
4460;FACULDADE DOM PEDRO II DE TECNOLOGIA;FAB;Faculdade;Privada com fins lucrativos;Salvador;BA;;SC;0
4495;FACULDADE ANHANGUERA JARAGUÁ DO SUL;;Faculdade;Privada com fins lucrativos;Jaraguá do Sul;SC;;SC;0
4496;FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ;FATEC-IVAI;Faculdade;Privada com fins lucrativos;Ivaiporã;PR;1,8283;2;0
4522;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM;UNISALESIANO;Centro Universitário;Privada sem fins lucrativos;Araçatuba;SP;0,883;1;0
4530;CENTRO UNIVERSITÁRIO TIRADENTES;FITS;Centro Universitário;Privada com fins lucrativos;Maceió;AL;2,2023;3;0
4531;FACULDADE ADVENTISTA DA BAHIA;FADBA;Faculdade;Privada sem fins lucrativos;Cachoeira;BA;2,5878;3;0
4533;FACULDADE SÃO FRANCISCO DA PARAÍBA;FASP;Faculdade;Privada com fins lucrativos;Cajazeiras;PB;1,3052;2;0
4534;FACULDADE HERRERO;FATEC;Faculdade;Privada com fins lucrativos;Curitiba;PR;2,4948;3;0
4566;ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE;ESTÁCIO FATERN;Faculdade;Privada com fins lucrativos;Natal;RN;1,9663;3;0
4567;FACULDADE CENTRO MATO-GROSSENSE;;Faculdade;Privada sem fins lucrativos;Sorriso;MT;1,8046;2;0
4586;FACULDADE DO NORTE GOIANO;FNG;Faculdade;Privada com fins lucrativos;Porangatu;GO;0,5595;1;0
4605;FACULDADE DE CORNÉLIO PROCÓPIO;;Faculdade;Privada com fins lucrativos;Cornélio Procópio;PR;0,6558;1;0
4613;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE;FAEMA;Faculdade;Privada com fins lucrativos;Ariquemes;RO;1,3589;2;0
4616;FACULDADE ANHANGUERA DE CAXIAS DO SUL;;Faculdade;Privada com fins lucrativos;Caxias do Sul;RS;2,7981;3;0
4631;FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA;FAAJP;Faculdade;Privada com fins lucrativos;João Pessoa;PB;2,388;3;0
4633;Faculdade IDEAU de Passo Fundo;IDEAU;Faculdade;Privada com fins lucrativos;Passo Fundo;RS;2,8699;3;0
4652;FACULDADE ANHANGÜERA DE SÃO JOSÉ;;Faculdade;Privada com fins lucrativos;São José dos Campos;SP;1,9449;2;0
4655;FACULDADE ANHANGÜERA DE SOROCABA;FSO;Faculdade;Privada com fins lucrativos;Sorocaba;SP;2,1251;3;0
4656;FACULDADE ANHANGÜERA DE PIRACICABA;;Faculdade;Privada com fins lucrativos;Piracicaba;SP;1,9529;3;0
4674;FACULDADE PORTO DAS ÁGUAS;FAPAG;Faculdade;Privada com fins lucrativos;Porto Belo;SC;1,5099;2;0
4700;FACULDADE NOVA ROMA;FNR;Faculdade;Privada com fins lucrativos;Recife;PE;2,777;3;0
4702;CENTRO UNIVERSITÁRIO BRASILEIRO;UNIBRA;Centro Universitário;Privada com fins lucrativos;Recife;PE;3,0129;4;0
4714;Faculdade de Ensino Regional Alternativa;FERA;Faculdade;Privada com fins lucrativos;Arapiraca;AL;0,8774;1;0
4722;FACULDADES INTEGRADAS VIANNA JÚNIOR;FIVJ;Faculdade;Privada com fins lucrativos;Juiz de Fora;MG;4,1529;5;0
4724;FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO;FACIC;Faculdade;Privada sem fins lucrativos;Cruzeiro;SP;1,7171;2;0
4725;FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;FATEGIDIO;Faculdade;Privada com fins lucrativos;Teófilo Otoni;MG;1,8542;2;0
4739;FACULDADE PRESBITERIANA AUGUSTO GALVÃO;FAPAG;Faculdade;Privada sem fins lucrativos;Campo Formoso;BA;;SC;0
4751;FACULDADE DE TECNOLOGIA E CIENCIAS DO NORTE DO PARANÁ;FATECIE;Faculdade;Privada com fins lucrativos;Paranavaí;PR;1,9101;2;0
4766;FACULDADE UNA DE CONTAGEM;FUNAC;Faculdade;Privada com fins lucrativos;Contagem;MG;2,6612;3;0
4773;FACULDADE IBS;IBS;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;2,5867;3;0
4777;FACULDADE KENNEDY DE BELO HORIZONTE;FKBH;Faculdade;Privada com fins lucrativos;Belo Horizonte;MG;1,5899;2;0
4780;FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ;FACISA;Faculdade;Privada sem fins lucrativos;Unaí;MG;1,6384;2;0
4826;FACULDADE ANHANGÜERA DE CAMPINAS;;Faculdade;Privada com fins lucrativos;Campinas;SP;0,8716;1;0
4846;FACULDADE VÉRTICE;VÉRTICE;Faculdade;Privada com fins lucrativos;Matipó;MG;2,1637;3;0
4849;Centro Universitário Tocantinense Presidente Antônio Carlos;UNITPAC;Centro Universitário;Privada com fins lucrativos;Araguaína;TO;1,3429;2;0
4858;ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE;ESSA;Faculdade;Especial;Arcoverde;PE;1,0524;2;0
4863;FACULDADE PITÁGORAS DE POÇOS DE CALDAS;;Faculdade;Privada com fins lucrativos;Poços de Caldas;MG;2,6259;3;0
4865;FACULDADE PITÁGORAS DE SÃO LUIZ;;Faculdade;Privada com fins lucrativos;São Luís;MA;0,71;1;0
4867;FACULDADE PITÁGORAS DE GUARAPARI;;Faculdade;Privada com fins lucrativos;Guarapari;ES;1,6244;2;0
4873;FACULDADE DE TECNOLOGIA DE TAUBATÉ;ETEP;Faculdade;Privada com fins lucrativos;Taubaté;SP;1,7314;2;0
4901;FACULDADE FASIPE;FASIPE;Faculdade;Privada com fins lucrativos;Sinop;MT;1,374;2;0
4910;FACULDADE DO TRABALHO;FATRA;Faculdade;Privada com fins lucrativos;Uberlândia;MG;1,9019;2;0
4915;FACULDADE ESTÁCIO DE CASTANHAL;ESTÁCIO CASTANHAL;Faculdade;Privada com fins lucrativos;Castanhal;PA;1,2726;2;0
4950;FACULDADE AUM;;Faculdade;Privada com fins lucrativos;Cuiabá;MT;0,541;1;0
4959;FACULDADE PITÁGORAS DE FEIRA DE SANTANA;;Faculdade;Privada com fins lucrativos;Feira de Santana;BA;2,0921;3;0
4962;CENTRO UNIVERSITÁRIO DE SETE LAGOAS;UNIFEMM;Centro Universitário;Privada sem fins lucrativos;Sete Lagoas;MG;2,1547;3;0
4964;Centro Universitário de Ciências e Tecnologia do Maranhão;UniFacema;Centro Universitário;Privada com fins lucrativos;Caxias;MA;2,021;3;0
4992;FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL;FTC SERTÃO CENTRAL;Faculdade;Privada sem fins lucrativos;Quixeramobim;CE;1,2011;2;0
5045;FACULDADE DE TECNOLOGIA PAULISTA;;Faculdade;Privada sem fins lucrativos;Lupércio;SP;1,331;2;0
5107;FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;;Faculdade;Privada sem fins lucrativos;Porto Alegre;RS;2,5968;3;0
5215;CENTRO UNIVERSITÁRIO PADRE ALBINO;;Centro Universitário;Privada sem fins lucrativos;Catanduva;SP;3,4995;4;0
5216;FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA;;Faculdade;Privada com fins lucrativos;Sorocaba;SP;0,563;1;0
5217;FACULDADES INTEGRADAS PAULISTA;FIP;Faculdade;Privada com fins lucrativos;São Paulo;SP;1,1685;2;0
5228;FACULDADE RAIMUNDO MARINHO;FRM;Faculdade;Privada sem fins lucrativos;Maceió;AL;1,4248;2;0
5285;FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Faculdade;Privada sem fins lucrativos;Taquara;RS;3,297;4;0
5288;FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO;;Faculdade;Privada com fins lucrativos;Ribeirão Preto;SP;1,9045;2;0
5290;FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA;;Faculdade;Privada com fins lucrativos;Brasília;DF;1,0089;2;0
5303;FACULDADE ANHANGÜERA DE DOURADOS;;Faculdade;Privada com fins lucrativos;Dourados;MS;1,3159;2;0
5312;Centro Universitário UNIFAAT;UNIFAAT;Centro Universitário;Privada com fins lucrativos;Atibaia;SP;2,5868;3;0
5318;FACULDADE GUILHERME GUIMBALA;FGG;Faculdade;Privada sem fins lucrativos;Joinville;SC;1,7048;2;0
5362;Faculdade UNIRB - ARACAJU;;Faculdade;Privada com fins lucrativos;Aracaju;SE;0,8236;1;0
5369;FACULDADES INTEGRADAS ASMEC;ASMEC;Faculdade;Privada com fins lucrativos;Ouro Fino;MG;2,3942;3;0
5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;Centro Universitário;Privada sem fins lucrativos;Teófilo Otoni;MG;1,9452;3;0
5403;CENTRO UNIVERSITÁRIO OPET;Uniopet;Centro Universitário;Privada com fins lucrativos;Curitiba;PR;1,7885;2;0
5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;UNICEPLAC;Centro Universitário;Privada com fins lucrativos;Brasília;DF;2,4199;3;0
5451;FACULDADE ANHANGÜERA DE BAURU;;Faculdade;Privada com fins lucrativos;Bauru;SP;1,1984;2;0
5511;CENTRO UNIVERSITÁRIO CAMPO REAL;;Centro Universitário;Privada com fins lucrativos;Guarapuava;PR;2,3288;3;0
5518;FACULDADE GUARAPUAVA;FG;Faculdade;Privada com fins lucrativos;Guarapuava;PR;1,7515;2;0
5520;FACULDADE CATHEDRAL;FACES;Faculdade;Privada com fins lucrativos;Boa Vista;RR;0,794;1;0
5544;FACULDADE PRESIDENTE ANTÔNIO CARLOS;FAPAC;Faculdade;Privada com fins lucrativos;Porto Nacional;TO;1,9694;3;0
5550;FACULDADE ANHANGUERA DE ANÁPOLIS;;Faculdade;Privada com fins lucrativos;Anápolis;GO;2,1586;3;0
5555;FACULDADE ANHANGUERA DE JACAREÍ;;Faculdade;Privada com fins lucrativos;Jacareí;SP;1,733;2;0
5591;FACULDADES INTEGRADAS CAMÕES;FICA;Faculdade;Privada com fins lucrativos;Curitiba;PR;;SC;0
5592;FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE;FUNORTE;Faculdade;Privada com fins lucrativos;Montes Claros;MG;0,4155;1;0
5599;LIBERTAS - FACULDADES INTEGRADAS;LIBERTAS;Faculdade;Privada sem fins lucrativos;São Sebastião do Paraíso;MG;1,0867;2;0
5668;FACULDADE ANHANGUERA DE JOINVILLE;;Faculdade;Privada com fins lucrativos;Joinville;SC;1,6304;2;0
5669;CENTRO UNIVERSITÁRIO ETEP;;Centro Universitário;Privada com fins lucrativos;São José dos Campos;SP;1,5645;2;0
5670;CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA;UNIVAR;Centro Universitário;Privada sem fins lucrativos;Barra do Garças;MT;2,69;3;0
5671;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;;Centro Universitário;Privada sem fins lucrativos;Itaperuna;RJ;2,5918;3;0
10058;FACULDADE DE TECNOLOGIA DE VALENÇA;;Faculdade;Privada com fins lucrativos;Valença;BA;1,5712;2;0
10349;FACULDADE DE TECNOLOGIA IPPEO;IPPEO;Faculdade;Privada com fins lucrativos;Curitiba;PR;0,8728;1;0
10685;FACULDADE NORTE CAPIXABA DE SAO MATEUS;MULTIVIX SÃO MATEUS;Faculdade;Privada com fins lucrativos;São Mateus;ES;;SC;0
10836;FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.;FAC-UNILAGOS;Faculdade;Privada com fins lucrativos;Araruama;RJ;1,1961;2;0
11308;FACULDADE ANHANGUERA DE SUMARÉ;FACSUMARÉ;Faculdade;Privada com fins lucrativos;Sumaré;SP;1,5544;2;0
11428;FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO;FAC FUNAM;Faculdade;Privada sem fins lucrativos;Pirapora;MG;1,9523;3;0
11429;FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL;FASURGS;Faculdade;Privada com fins lucrativos;Passo Fundo;RS;2,9098;3;0
11544;FACULDADE METROPOLITANA DE ANÁPOLIS;FAMA;Faculdade;Privada com fins lucrativos;Anápolis;GO;1,7017;2;0
11563;FACULDADE DE TECNOLOGIA DA SERRA GAÚCHA - CAXIAS DO SUL;;Faculdade;Privada com fins lucrativos;Caxias do Sul;RS;2,3122;3;0
11586;FACULDADES NETWORK - CAMPUS SUMARÉ;;Faculdade;Privada com fins lucrativos;Sumaré;SP;0,6169;1;0
11645;FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA;FAEV;Faculdade;Privada sem fins lucrativos;Vilhena;RO;2,0541;3;0
11750;FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM;-;Faculdade;Privada com fins lucrativos;Votorantim;SP;1,4392;2;0
11818;FACULDADE DE TECNOLOGIA INSPIRAR;Inspirar;Faculdade;Privada com fins lucrativos;Curitiba;PR;2,5302;3;0
11860;INSTITUTO NACIONAL DE ENSINO SUPERIOR E PÓS-GRADUAÇÃO PADRE GERVÁSIO;INAPÓS;Faculdade;Privada com fins lucrativos;Pouso Alegre;MG;4,2855;5;0
12338;FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA;FACSALLE;Faculdade;Privada sem fins lucrativos;Estrela;RS;4,7627;5;0
12430;FACULDADE METROPOLITANA SÃO CARLOS BJI;FAMESC-BJI;Faculdade;Privada com fins lucrativos;Bom Jesus do Itabapoana;RJ;1,438;2;0
12522;FACULDADE MOGIANA DO ESTADO DE SÃO PAULO;FAMOESP;Faculdade;Privada sem fins lucrativos;Mogi Guaçu;SP;2,1049;3;0
12547;FACITEN - FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE NATAL;FACITEN;Faculdade;Privada com fins lucrativos;Natal;RN;0,2831;1;0
12620;FACULDADE SETE LAGOAS;FACSETE;Faculdade;Privada com fins lucrativos;Sete Lagoas;MG;3,4693;4;0
12723;FACULDADE DE TECNOLOGIA FINACI;FINACI;Faculdade;Privada sem fins lucrativos;São Paulo;SP;2,6213;3;0
12749;FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA;FAPEC;Faculdade;Privada com fins lucrativos;Jequié;BA;1,3131;2;0
12758;FACULDADE DE EDUCAÇÃO E CULTURA DE PORTO VELHO;FAEC-PVH;Faculdade;Privada sem fins lucrativos;Porto Velho;RO;1,3926;2;0
12766;FACULDADE UNIÃO DE CAMPO MOURÃO;;Faculdade;Privada com fins lucrativos;Campo Mourão;PR;0,4562;1;0
12847;FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO;FEFB;Faculdade;Privada com fins lucrativos;Francisco Beltrão;PR;1,7859;2;0
12916;IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO;IPOG;Faculdade;Privada com fins lucrativos;Goiânia;GO;2,9353;3;0
12922;FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA;FATEC/BA;Faculdade;Privada com fins lucrativos;Alagoinhas;BA;0,593;1;0
